from,to,type,evidence_tag,note
BC-PRQ-07003,BC-SKL-07001,supporting,inferred,Prerequisite for Translate a proportionality statement into a differential equation.
BC-PRQ-07003,BC-SKL-07002,supporting,inferred,Prerequisite for Translate a rate statement involving a difference into a differential equation.
BC-PRQ-06005,BC-SKL-07003,supporting,inferred,Prerequisite for Assign the variables and their units from a verbal description.
BC-PRQ-06005,BC-SKL-07004,supporting,inferred,Prerequisite for Identify the initial condition stated in a context.
BC-PRQ-07002,BC-SKL-07005,supporting,inferred,Prerequisite for Distinguish a differential equation from an equation for the quantity.
BC-PRQ-07002,BC-SKL-07006,supporting,inferred,Prerequisite for Differentiate a proposed solution and substitute it into the equation.
BC-SKL-07006,BC-SKL-07007,hard_prerequisite,inferred,Prerequisite for Confirm that a proposed solution satisfies the initial condition.
BC-PRQ-06005,BC-SKL-07007,supporting,inferred,Prerequisite for Confirm that a proposed solution satisfies the initial condition.
BC-SKL-07006,BC-SKL-07008,hard_prerequisite,inferred,Prerequisite for Show that a proposed function is not a solution.
BC-SKL-07006,BC-SKL-07009,hard_prerequisite,inferred,Prerequisite for State that a differential equation may have infinitely many solutions.
BC-PRQ-07006,BC-SKL-07010,supporting,inferred,Prerequisite for Compute the slope the equation assigns to a given point.
BC-PRQ-06005,BC-SKL-07010,supporting,inferred,Prerequisite for Compute the slope the equation assigns to a given point.
BC-SKL-07010,BC-SKL-07011,hard_prerequisite,inferred,Prerequisite for Draw the segments of a slope field at given lattice points.
BC-PRQ-07006,BC-SKL-07011,supporting,inferred,Prerequisite for Draw the segments of a slope field at given lattice points.
BC-SKL-07010,BC-SKL-07012,hard_prerequisite,inferred,Prerequisite for Identify where the slope field is horizontal.
BC-SKL-07010,BC-SKL-07013,hard_prerequisite,inferred,Prerequisite for Describe how a field depends on only one of the variables.
BC-PRQ-07006,BC-SKL-07014,supporting,inferred,Prerequisite for Sketch a solution curve through a given point on a slope field.
BC-SKL-07014,BC-SKL-07015,hard_prerequisite,inferred,Prerequisite for Keep a sketched curve on the correct side of an equilibrium level.
BC-SKL-07012,BC-SKL-07015,hard_prerequisite,inferred,Prerequisite for Keep a sketched curve on the correct side of an equilibrium level.
BC-SKL-07010,BC-SKL-07016,hard_prerequisite,inferred,Prerequisite for Match a slope field to a differential equation.
BC-SKL-07013,BC-SKL-07016,hard_prerequisite,inferred,Prerequisite for Match a slope field to a differential equation.
BC-SKL-07014,BC-SKL-07017,hard_prerequisite,inferred,Prerequisite for Describe the long-run behaviour of a solution from the field.
BC-SKL-07012,BC-SKL-07017,hard_prerequisite,inferred,Prerequisite for Describe the long-run behaviour of a solution from the field.
BC-SKL-07010,BC-SKL-07018,hard_prerequisite,inferred,Prerequisite for Read monotonicity and concavity of a solution from the equation or the field.
BC-PRQ-07005,BC-SKL-07019,supporting,inferred,Prerequisite for Determine the step size from the interval and the number of steps.
BC-SKL-07019,BC-SKL-07020,hard_prerequisite,inferred,Prerequisite for Execute the first Euler step from the initial condition.
BC-SKL-07010,BC-SKL-07020,hard_prerequisite,inferred,Prerequisite for Execute the first Euler step from the initial condition.
BC-SKL-07020,BC-SKL-07021,hard_prerequisite,inferred,Prerequisite for Use the previous approximation as the input for the next step.
BC-PRQ-07005,BC-SKL-07021,supporting,inferred,Prerequisite for Use the previous approximation as the input for the next step.
BC-SKL-07021,BC-SKL-07022,hard_prerequisite,inferred,Prerequisite for Lay out the computation as a labelled step table.
BC-SKL-07020,BC-SKL-07023,hard_prerequisite,inferred,Prerequisite for Decide the direction of the Euler error from concavity.
BC-SKL-07018,BC-SKL-07023,hard_prerequisite,inferred,Prerequisite for Decide the direction of the Euler error from concavity.
BC-PRQ-07002,BC-SKL-07024,supporting,inferred,Prerequisite for Separate the variables onto opposite sides of the equation.
BC-SKL-07024,BC-SKL-07025,hard_prerequisite,inferred,Prerequisite for Antidifferentiate both sides of the separated equation.
BC-PRQ-06003,BC-SKL-07025,supporting,inferred,Prerequisite for Antidifferentiate both sides of the separated equation.
BC-SKL-07025,BC-SKL-07026,hard_prerequisite,inferred,Prerequisite for Include a single constant of integration.
BC-SKL-07026,BC-SKL-07027,hard_prerequisite,inferred,Prerequisite for Solve the resulting equation for the dependent variable.
BC-PRQ-07001,BC-SKL-07027,supporting,inferred,Prerequisite for Solve the resulting equation for the dependent variable.
BC-SKL-07024,BC-SKL-07028,hard_prerequisite,inferred,Prerequisite for Recognise when a differential equation is not separable.
BC-SKL-07026,BC-SKL-07029,hard_prerequisite,inferred,Prerequisite for Substitute the initial condition to evaluate the constant of integration.
BC-SKL-07004,BC-SKL-07029,hard_prerequisite,inferred,Prerequisite for Substitute the initial condition to evaluate the constant of integration.
