from,to,type,evidence_tag,note
BC-PRQ-06005,BC-SKL-06001,supporting,inferred,Prerequisite for Interpret the area under a rate of change graph as accumulated change.
BC-PRQ-06005,BC-SKL-06002,supporting,inferred,Prerequisite for State the units of an accumulated change.
BC-PRQ-06007,BC-SKL-06004,supporting,inferred,Prerequisite for Compute accumulated change from a piecewise linear rate graph using geometry.
BC-PRQ-06005,BC-SKL-06005,supporting,inferred,Prerequisite for Compute a left Riemann sum from a table of values.
BC-PRQ-06012,BC-SKL-06005,supporting,inferred,Prerequisite for Compute a left Riemann sum from a table of values.
BC-PRQ-06005,BC-SKL-06006,supporting,inferred,Prerequisite for Compute a right Riemann sum from a table of values.
BC-PRQ-06012,BC-SKL-06006,supporting,inferred,Prerequisite for Compute a right Riemann sum from a table of values.
BC-PRQ-06012,BC-SKL-06007,supporting,inferred,Prerequisite for Compute a midpoint Riemann sum.
BC-PRQ-06007,BC-SKL-06008,supporting,inferred,Prerequisite for Compute a trapezoidal sum from a table of values.
BC-PRQ-06012,BC-SKL-06008,supporting,inferred,Prerequisite for Compute a trapezoidal sum from a table of values.
BC-PRQ-06005,BC-SKL-06009,supporting,inferred,Prerequisite for Compute a Riemann sum for a function given by a graph or a formula.
BC-PRQ-06008,BC-SKL-06010,supporting,inferred,Prerequisite for Justify whether a Riemann sum under or over estimates using monotonicity.
BC-SKL-06005,BC-SKL-06010,hard_prerequisite,inferred,Prerequisite for Justify whether a Riemann sum under or over estimates using monotonicity.
BC-SKL-06006,BC-SKL-06010,hard_prerequisite,inferred,Prerequisite for Justify whether a Riemann sum under or over estimates using monotonicity.
BC-PRQ-06008,BC-SKL-06011,supporting,inferred,Prerequisite for Justify whether a trapezoidal or midpoint sum under or over estimates using concavity.
BC-SKL-06008,BC-SKL-06011,hard_prerequisite,inferred,Prerequisite for Justify whether a trapezoidal or midpoint sum under or over estimates using concavity.
BC-PRQ-06006,BC-SKL-06012,supporting,inferred,Prerequisite for Expand summation notation into an explicit Riemann sum.
BC-PRQ-06006,BC-SKL-06013,supporting,inferred,"Prerequisite for Write a Riemann sum in sigma notation for a given function, interval, and partition."
BC-PRQ-06006,BC-SKL-06014,supporting,inferred,Prerequisite for Convert the limit of a Riemann sum into a definite integral.
BC-SKL-06012,BC-SKL-06014,hard_prerequisite,inferred,Prerequisite for Convert the limit of a Riemann sum into a definite integral.
BC-PRQ-06006,BC-SKL-06015,supporting,inferred,Prerequisite for Express a definite integral as the limit of a Riemann sum.
BC-SKL-06013,BC-SKL-06015,hard_prerequisite,inferred,Prerequisite for Express a definite integral as the limit of a Riemann sum.
BC-PRQ-06006,BC-SKL-06016,supporting,inferred,Prerequisite for State the limit definition of the definite integral.
BC-PRQ-06013,BC-SKL-06017,supporting,inferred,Prerequisite for Write an accumulation function as a definite integral with a variable upper limit.
BC-PRQ-06005,BC-SKL-06017,supporting,inferred,Prerequisite for Write an accumulation function as a definite integral with a variable upper limit.
BC-PRQ-06013,BC-SKL-06018,supporting,inferred,Prerequisite for Differentiate an accumulation function with a variable upper limit.
BC-SKL-06017,BC-SKL-06018,hard_prerequisite,inferred,Prerequisite for Differentiate an accumulation function with a variable upper limit.
BC-PRQ-06005,BC-SKL-06019,supporting,inferred,Prerequisite for Differentiate an accumulation function whose upper limit is a function of x.
BC-SKL-06018,BC-SKL-06019,hard_prerequisite,inferred,Prerequisite for Differentiate an accumulation function whose upper limit is a function of x.
BC-PRQ-06007,BC-SKL-06020,supporting,inferred,Prerequisite for Evaluate an accumulation function at a specified input from the graph of the integrand.
BC-SKL-06028,BC-SKL-06020,hard_prerequisite,inferred,Prerequisite for Evaluate an accumulation function at a specified input from the graph of the integrand.
BC-SKL-06018,BC-SKL-06022,hard_prerequisite,inferred,Prerequisite for Determine where an accumulation function increases or decreases from the sign of the integrand.
BC-SKL-06018,BC-SKL-06023,hard_prerequisite,inferred,Prerequisite for Locate relative extrema of an accumulation function from sign changes of the integrand.
BC-SKL-06022,BC-SKL-06023,hard_prerequisite,inferred,Prerequisite for Locate relative extrema of an accumulation function from sign changes of the integrand.
BC-SKL-06018,BC-SKL-06024,hard_prerequisite,inferred,Prerequisite for Locate points of inflection of an accumulation function from turning points of the integrand.
BC-SKL-06018,BC-SKL-06025,hard_prerequisite,inferred,Prerequisite for Determine the concavity of an accumulation function from the monotonicity of the integrand.
BC-PRQ-06007,BC-SKL-06026,supporting,inferred,Prerequisite for Determine an absolute extreme value of an accumulation function with a global argument.
BC-SKL-06020,BC-SKL-06026,hard_prerequisite,inferred,Prerequisite for Determine an absolute extreme value of an accumulation function with a global argument.
BC-SKL-06023,BC-SKL-06026,hard_prerequisite,inferred,Prerequisite for Determine an absolute extreme value of an accumulation function with a global argument.
BC-SKL-06022,BC-SKL-06027,hard_prerequisite,inferred,Prerequisite for Describe the graph of an accumulation function from the graph of the integrand.
BC-SKL-06024,BC-SKL-06027,hard_prerequisite,inferred,Prerequisite for Describe the graph of an accumulation function from the graph of the integrand.
BC-SKL-06025,BC-SKL-06027,hard_prerequisite,inferred,Prerequisite for Describe the graph of an accumulation function from the graph of the integrand.
BC-PRQ-06007,BC-SKL-06028,supporting,inferred,Prerequisite for Evaluate a definite integral from a graph using area formulas.
BC-SKL-06031,BC-SKL-06033,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral of a function with a removable or jump discontinuity.
BC-PRQ-06002,BC-SKL-06034,supporting,inferred,Prerequisite for Evaluate a definite integral by antidifferentiation and endpoint substitution.
BC-SKL-06040,BC-SKL-06034,hard_prerequisite,inferred,Prerequisite for Evaluate a definite integral by antidifferentiation and endpoint substitution.
BC-PRQ-06005,BC-SKL-06036,supporting,inferred,Prerequisite for Compute net change in a quantity from its rate over an interval.
BC-SKL-06034,BC-SKL-06036,hard_prerequisite,inferred,Prerequisite for Compute net change in a quantity from its rate over an interval.
BC-PRQ-06005,BC-SKL-06037,supporting,inferred,Prerequisite for Compute a final value from an initial condition and an accumulated change.
BC-SKL-06036,BC-SKL-06037,hard_prerequisite,inferred,Prerequisite for Compute a final value from an initial condition and an accumulated change.
